Iteration,Time,Lat,Lon,Vel,Pressure,Temp
1552,114150,13.043406,80.260984,0,-1.038446357,24.04041586
1553,114154,13.043406,80.260984,0,-1.038446357,24.04041586
1554,114158,13.043406,80.260984,0,-1.038446357,24.04041586
1555,114203,13.043406,80.260984,0,-1.038446357,23.95193139
1556,114207,13.043406,80.260984,0,-1.038446357,24.04041586
1557,114212,13.043405,80.260992,0,-1.038446357,24.04041586
1558,114216,13.043405,80.260992,0,-1.038446357,24.04041586
1559,114220,13.043402,80.260992,0,-1.038446357,23.95193139
1560,114225,13.043405,80.260992,0,-0.773536572,23.95193139
1561,114229,13.043405,80.260992,0,-1.038446357,24.04041586
1562,114233,13.043406,80.260992,0,-1.038446357,24.04041586
1563,114238,13.043406,80.260992,56,-1.038446357,23.95193139
1564,114242,13.043405,80.260992,0,-1.038446357,24.04041586
1565,114247,13.043405,80.260992,0,-1.038446357,23.95193139
1566,114251,13.043405,80.260992,0,-0.773536572,24.04041586
1567,114255,13.043405,80.260992,0,-1.038446357,24.04041586
1568,114300,13.043405,80.260992,0,-1.038446357,24.04041586
1569,114304,13.043405,80.260992,0,-1.038446357,24.04041586
1570,114308,13.043405,80.260992,0,-1.038446357,24.04041586
1571,114313,13.043405,80.260992,0,-0.773536572,24.04041586
1572,114317,13.043405,80.260992,0,-0.773536572,24.04041586
1573,114322,13.043405,80.260992,0,-0.773536572,24.04041586
1574,114326,13.043405,80.260992,0,-1.038446357,24.04041586
1575,114330,13.043405,80.260992,0,-0.773536572,24.04041586
1576,114335,13.043405,80.260992,10,-0.773536572,24.04041586
1577,114339,13.043405,80.260992,0,-1.038446357,24.04041586
1578,114344,13.043405,80.260992,0,-1.038446357,24.04041586
1579,114348,13.04341,80.260992,0,-1.038446357,24.04041586
1580,114352,13.04341,80.260992,0,-1.038446357,24.04041586
1581,114357,13.04341,80.260992,0,-1.038446357,24.04041586
1582,114401,13.04341,80.260992,0,-1.038446357,23.95193139
1583,114405,13.04341,80.260992,0,-0.773536572,24.04041586
1584,114410,13.043418,80.261008,0,-1.038446357,24.04041586
1585,114414,13.043418,80.261008,0,-0.773536572,24.04041586
1586,114419,13.043416,80.261008,154,-1.038446357,24.04041586
1587,114423,13.043412,80.261024,0,-1.038446357,24.04041586
1588,114427,13.043408,80.261032,0,-1.038446357,24.04041586
1589,114432,13.043408,80.261032,123,-1.038446357,24.04041586
1590,114436,13.043402,80.261056,0,-1.038446357,24.04041586
1591,114440,13.0434,80.261064,46,-1.038446357,24.12893885
1592,114443,13.043394,80.261064,0,-1.038446357,24.04041586
1593,114628,13.04339,80.261064,0,-0.773536572,24.21750107
1594,114632,13.04339,80.261064,0,-1.038446357,24.12893885
1595,114635,13.04339,80.261064,0,-1.038446357,24.21750107
1596,115722,13.043435,80.261032,0,-1.038446357,25.64040728
1597,115727,13.043428,80.261064,0,-1.038446357,25.64040728
1598,115731,13.043428,80.261064,0,-0.773536572,25.64040728
1599,115736,13.043428,80.261064,0,-1.038446357,25.64040728
1600,115739,13.043428,80.261064,0,-1.038446357,25.64040728
1601,120315,13.043364,80.26128,92,-1.038446357,25.28356377
1602,120327,13.043335,80.26136,66,-1.038446357,25.28356377
1603,120339,13.043341,80.26144,66,-1.038446357,25.19447579
